Domaine	Endpoint/source	Chemin JSON exact	Type	Exemple réel	Disponible avant match ?	Disponible en direct ?	Disponible après match ?	Historique accessible ?	Fiabilité/complétude	Déjà stocké dans le projet ?	Déjà utilisé par le moteur ?
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].goals.assists	int	0	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].goals.conceded	int	2	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].goals.saves	int	3	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].goals.total	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].offsides	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].passes.accuracy	str	10	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].passes.key	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].passes.total	int	11	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].penalty.commited	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].penalty.missed	int	0	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].penalty.saved	int	0	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].penalty.scored	int	0	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].penalty.won	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].shots.on	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].shots.total	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].tackles.blocks	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].tackles.interceptions	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].players[].statistics[].tackles.total	null		non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].team.id	int	50	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].team.logo	str	https://media.api-sports.io/football/teams/50.png	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].team.name	str	Manchester City	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	response[].team.update	str	2026-05-26T04:32:02+00:00	non	oui	oui	oui	bonne	non	non
Statistiques joueurs du match	/fixtures/players?fixture=1379344	results	int	2	non	oui	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	errors	array	[]	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	get	str	injuries	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	paging.current	int	1	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	paging.total	int	1	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	parameters.fixture	str	1379344	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].fixture.date	str	2026-05-24T15:00:00+00:00	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].fixture.id	int	1379344	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].fixture.timestamp	int	1779634800	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].fixture.timezone	str	UTC	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].league.country	str	England	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].league.id	int	39	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].league.name	str	Premier League	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].league.season	int	2025	partiel	non	oui	oui	bonne	oui	oui
Blessures et suspensions	/injuries?fixture=1379344	response[].player.id	int	464004	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].player.name	str	Alysson	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].player.photo	str	https://media.api-sports.io/football/players/464004.png	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].player.reason	str	Muscle Injury	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].player.type	str	Missing Fixture	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].team.id	int	66	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].team.logo	str	https://media.api-sports.io/football/teams/66.png	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	response[].team.name	str	Aston Villa	partiel	non	oui	oui	bonne	non	non
Blessures et suspensions	/injuries?fixture=1379344	results	int	6	partiel	non	oui	oui	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	errors	array	[]	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	get	str	predictions	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	paging.current	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	paging.total	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	parameters.fixture	str	1379344	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.att.away	str	50%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.att.home	str	50%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.def.away	str	29%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.def.home	str	71%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.form.away	str	39%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.form.home	str	61%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.goals.away	str	46%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.goals.home	str	54%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.h2h.away	str	60%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.h2h.home	str	40%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.poisson_distribution.away	str	22%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.poisson_distribution.home	str	78%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.total.away	str	41.0%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].comparison.total.home	str	59.0%	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.date	str	2025-10-26T14:00:00+00:00	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.id	int	1379050	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.periods.first	int	1761487200	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.periods.second	int	1761490800	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.referee	str	M. Oliver	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.status.elapsed	int	90	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.status.extra	int	7	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.status.long	str	Match Finished	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.status.short	str	FT	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.timestamp	int	1761487200	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.timezone	str	UTC	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.venue.city	str	Birmingham	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.venue.id	int	495	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].fixture.venue.name	str	Villa Park	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].goals.away	int	0	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].goals.home	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.country	str	England	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.id	int	39	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.name	str	Premier League	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.round	str	Regular Season - 9	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.season	int	2025	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].league.standings	bool	True	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.extratime.away	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.extratime.home	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.fulltime.away	int	0	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.fulltime.home	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.halftime.away	int	0	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.halftime.home	int	1	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.penalty.away	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].score.penalty.home	null		oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.away.id	int	50	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.away.logo	str	https://media.api-sports.io/football/teams/50.png	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.away.name	str	Manchester City	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.away.winner	bool	False	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.home.id	int	66	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.home.logo	str	https://media.api-sports.io/football/teams/66.png	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.home.name	str	Aston Villa	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].h2h[].teams.home.winner	bool	True	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
Prédictions API isolées	/predictions?fixture=1379344	response[].league.country	str	England	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].league.flag	str	https://media.api-sports.io/flags/gb-eng.svg	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].league.id	int	39	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].league.logo	str	https://media.api-sports.io/football/leagues/39.png	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].league.name	str	Premier League	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].league.season	int	2025	oui si disponible	non	non pertinent	oui endpoint	bonne	oui	oui
Prédictions API isolées	/predictions?fixture=1379344	response[].predictions.advice	str	Double chance : Manchester City or draw	oui si disponible	non	non pertinent	oui endpoint	bonne	non	non
